Year,County,Planting Date,V8_to_R3_Duration
1952,Benton,1952-05-15,64.0
1952,Benton,1952-05-16,64.0
1952,Benton,1952-05-17,64.0
1952,Benton,1952-05-18,64.0
1952,Benton,1952-05-19,63.0
1952,Benton,1952-05-20,64.0
1952,Benton,1952-05-21,65.0
1952,Benton,1952-05-22,65.0
1952,Benton,1952-05-23,65.0
1952,Benton,1952-05-24,65.0
1952,Benton,1952-05-25,66.0
1952,Benton,1952-05-26,68.0
1952,Benton,1952-05-27,70.0
1952,Benton,1952-05-28,70.0
1952,Benton,1952-05-29,71.0
1952,Benton,1952-05-30,71.0
1952,Benton,1952-05-31,72.0
1952,Benton,1952-06-01,71.0
1952,Benton,1952-06-02,72.0
1952,Benton,1952-06-03,72.0
1952,Benton,1952-06-04,73.0
1952,Benton,1952-06-05,72.0
1952,Benton,1952-06-06,79.0
1952,Benton,1952-06-07,83.0
1952,Benton,1952-06-08,93.0
1952,Benton,1952-06-09,95.0
1952,Benton,1952-06-10,98.0
1952,Benton,1952-06-11,112.0
1952,Cass,1952-04-15,75.0
1952,Cass,1952-04-16,75.0
1952,Cass,1952-04-17,75.0
1952,Cass,1952-04-18,75.0
1952,Cass,1952-04-19,75.0
1952,Cass,1952-04-20,75.0
1952,Cass,1952-04-21,74.0
1952,Cass,1952-04-22,74.0
1952,Cass,1952-04-23,74.0
1952,Cass,1952-04-24,74.0
1952,Cass,1952-04-25,73.0
1952,Cass,1952-04-26,74.0
1952,Cass,1952-04-27,74.0
1952,Cass,1952-04-28,75.0
1952,Cass,1952-04-29,78.0
1952,Cass,1952-04-30,81.0
1952,Cass,1952-05-01,83.0
1952,Cass,1952-05-02,83.0
1952,Cass,1952-05-03,83.0
1952,Cass,1952-05-04,83.0
1952,Cass,1952-05-05,91.0
1952,Cass,1952-05-06,102.0
1952,Cass,1952-05-07,103.0
1952,Cass,1952-05-08,104.0
1952,Cass,1952-05-09,103.0
1952,Cass,1952-05-10,104.0
1952,Cass,1952-05-11,105.0
1952,Cass,1952-05-12,105.0
1952,Cass,1952-05-13,108.0
1952,Cass,1952-05-14,108.0
1952,Crow_Wing,1952-04-15,69.0
1952,Crow_Wing,1952-04-16,70.0
1952,Crow_Wing,1952-04-17,70.0
1952,Crow_Wing,1952-04-18,71.0
1952,Crow_Wing,1952-04-19,71.0
1952,Crow_Wing,1952-04-20,71.0
1952,Crow_Wing,1952-04-21,72.0
1952,Crow_Wing,1952-04-22,72.0
1952,Crow_Wing,1952-04-23,73.0
1952,Crow_Wing,1952-04-24,72.0
1952,Crow_Wing,1952-04-25,72.0
1952,Crow_Wing,1952-04-26,72.0
1952,Crow_Wing,1952-04-27,71.0
1952,Crow_Wing,1952-04-28,71.0
1952,Crow_Wing,1952-04-29,72.0
1952,Crow_Wing,1952-04-30,72.0
1952,Crow_Wing,1952-05-01,71.0
1952,Crow_Wing,1952-05-02,72.0
1952,Crow_Wing,1952-05-03,73.0
1952,Crow_Wing,1952-05-04,75.0
1952,Crow_Wing,1952-05-05,79.0
1952,Crow_Wing,1952-05-06,80.0
1952,Crow_Wing,1952-05-07,79.0
1952,Crow_Wing,1952-05-08,79.0
1952,Crow_Wing,1952-05-09,80.0
1952,Crow_Wing,1952-05-10,79.0
1952,Crow_Wing,1952-05-11,79.0
1952,Crow_Wing,1952-05-12,80.0
1952,Crow_Wing,1952-05-13,80.0
1952,Crow_Wing,1952-05-14,80.0
1952,Crow_Wing,1952-05-15,81.0
1952,Crow_Wing,1952-05-16,82.0
1952,Crow_Wing,1952-05-17,83.0
1952,Crow_Wing,1952-05-18,87.0
1952,Crow_Wing,1952-05-19,89.0
1952,Crow_Wing,1952-05-20,90.0
1952,Crow_Wing,1952-05-21,96.0
1952,Crow_Wing,1952-05-22,99.0
1952,Crow_Wing,1952-05-23,100.0
1952,Crow_Wing,1952-05-24,101.0
1952,Crow_Wing,1952-05-25,106.0
1952,Douglas,1952-04-15,63.0
1952,Douglas,1952-04-16,63.0
1952,Douglas,1952-04-17,62.0
1952,Douglas,1952-04-18,63.0
1952,Douglas,1952-04-19,62.0
1952,Douglas,1952-04-20,63.0
1952,Douglas,1952-04-21,63.0
1952,Douglas,1952-04-22,63.0
1952,Douglas,1952-04-23,63.0
1952,Douglas,1952-04-24,63.0
1952,Douglas,1952-04-25,63.0
1952,Douglas,1952-04-26,65.0
1952,Douglas,1952-04-27,65.0
1952,Douglas,1952-04-28,65.0
1952,Douglas,1952-04-29,67.0
1952,Douglas,1952-04-30,67.0
1952,Douglas,1952-05-01,67.0
1952,Douglas,1952-05-02,67.0
1952,Douglas,1952-05-03,66.0
1952,Douglas,1952-05-04,67.0
1952,Douglas,1952-05-05,66.0
1952,Douglas,1952-05-06,66.0
1952,Douglas,1952-05-07,65.0
1952,Douglas,1952-05-08,65.0
1952,Douglas,1952-05-09,66.0
1952,Douglas,1952-05-10,66.0
1952,Douglas,1952-05-11,66.0
1952,Douglas,1952-05-12,65.0
1952,Douglas,1952-05-13,66.0
1952,Douglas,1952-05-14,67.0
1952,Douglas,1952-05-15,67.0
1952,Douglas,1952-05-16,67.0
1952,Douglas,1952-05-17,68.0
1952,Douglas,1952-05-18,69.0
1952,Douglas,1952-05-19,70.0
1952,Douglas,1952-05-20,71.0
1952,Douglas,1952-05-21,72.0
1952,Douglas,1952-05-22,72.0
1952,Douglas,1952-05-23,72.0
1952,Douglas,1952-05-24,73.0
1952,Douglas,1952-05-25,72.0
1952,Douglas,1952-05-26,73.0
1952,Douglas,1952-05-27,73.0
1952,Douglas,1952-05-28,74.0
1952,Douglas,1952-05-29,74.0
1952,Douglas,1952-05-30,74.0
1952,Douglas,1952-05-31,74.0
1952,Douglas,1952-06-01,76.0
1952,Douglas,1952-06-02,81.0
1952,Douglas,1952-06-03,83.0
1952,Douglas,1952-06-04,89.0
1952,Douglas,1952-06-05,93.0
1952,Douglas,1952-06-06,95.0
1952,Douglas,1952-06-07,100.0
1952,Hubbard,1952-04-15,74.0
1952,Hubbard,1952-04-16,75.0
1952,Hubbard,1952-04-17,75.0
1952,Hubbard,1952-04-18,74.0
1952,Hubbard,1952-04-19,74.0
1952,Hubbard,1952-04-20,74.0
1952,Hubbard,1952-04-21,74.0
1952,Hubbard,1952-04-22,75.0
1952,Hubbard,1952-04-23,76.0
1952,Hubbard,1952-04-24,75.0
1952,Hubbard,1952-04-25,76.0
1952,Hubbard,1952-04-26,76.0
1952,Hubbard,1952-04-27,79.0
1952,Hubbard,1952-04-28,82.0
1952,Hubbard,1952-04-29,83.0
1952,Hubbard,1952-04-30,83.0
1952,Hubbard,1952-05-01,83.0
1952,Hubbard,1952-05-02,83.0
1952,Hubbard,1952-05-03,90.0
1952,Hubbard,1952-05-04,93.0
1952,Hubbard,1952-05-05,103.0
1952,Hubbard,1952-05-06,108.0
1952,Hubbard,1952-05-07,108.0
1952,Hubbard,1952-05-08,109.0
1952,Hubbard,1952-05-09,121.0
1952,Kandiyohi,1952-04-15,58.0
1952,Kandiyohi,1952-04-16,58.0
1952,Kandiyohi,1952-04-17,58.0
1952,Kandiyohi,1952-04-18,58.0
1952,Kandiyohi,1952-04-19,58.0
1952,Kandiyohi,1952-04-20,59.0
1952,Kandiyohi,1952-04-21,59.0
1952,Kandiyohi,1952-04-22,58.0
1952,Kandiyohi,1952-04-23,58.0
1952,Kandiyohi,1952-04-24,59.0
1952,Kandiyohi,1952-04-25,58.0
1952,Kandiyohi,1952-04-26,59.0
1952,Kandiyohi,1952-04-27,58.0
1952,Kandiyohi,1952-04-28,58.0
1952,Kandiyohi,1952-04-29,58.0
1952,Kandiyohi,1952-04-30,58.0
1952,Kandiyohi,1952-05-01,59.0
1952,Kandiyohi,1952-05-02,59.0
1952,Kandiyohi,1952-05-03,60.0
1952,Kandiyohi,1952-05-04,61.0
1952,Kandiyohi,1952-05-05,62.0
1952,Kandiyohi,1952-05-06,63.0
1952,Kandiyohi,1952-05-07,63.0
1952,Kandiyohi,1952-05-08,64.0
1952,Kandiyohi,1952-05-09,64.0
1952,Kandiyohi,1952-05-10,63.0
1952,Kandiyohi,1952-05-11,63.0
1952,Kandiyohi,1952-05-12,63.0
1952,Kandiyohi,1952-05-13,64.0
1952,Kandiyohi,1952-05-14,63.0
1952,Kandiyohi,1952-05-15,62.0
1952,Kandiyohi,1952-05-16,63.0
1952,Kandiyohi,1952-05-17,62.0
1952,Kandiyohi,1952-05-18,62.0
1952,Kandiyohi,1952-05-19,63.0
1952,Kandiyohi,1952-05-20,62.0
1952,Kandiyohi,1952-05-21,62.0
1952,Kandiyohi,1952-05-22,63.0
1952,Kandiyohi,1952-05-23,62.0
1952,Kandiyohi,1952-05-24,62.0
1952,Kandiyohi,1952-05-25,62.0
1952,Kandiyohi,1952-05-26,63.0
1952,Kandiyohi,1952-05-27,63.0
1952,Kandiyohi,1952-05-28,63.0
1952,Kandiyohi,1952-05-29,62.0
1952,Kandiyohi,1952-05-30,63.0
1952,Kandiyohi,1952-05-31,63.0
1952,Kandiyohi,1952-06-01,63.0
1952,Kandiyohi,1952-06-02,65.0
1952,Kandiyohi,1952-06-03,67.0
1952,Kandiyohi,1952-06-04,69.0
1952,Kandiyohi,1952-06-05,69.0
1952,Kandiyohi,1952-06-06,70.0
1952,Kandiyohi,1952-06-07,71.0
1952,Kandiyohi,1952-06-08,71.0
1952,Kandiyohi,1952-06-09,73.0
1952,Kandiyohi,1952-06-10,78.0
1952,Kandiyohi,1952-06-11,80.0
1952,Kandiyohi,1952-06-12,88.0
1952,Kandiyohi,1952-06-13,90.0
1952,Kandiyohi,1952-06-14,91.0
1952,Kandiyohi,1952-06-15,97.0
1952,Morrison,1952-04-15,63.0
1952,Morrison,1952-04-16,64.0
1952,Morrison,1952-04-17,63.0
1952,Morrison,1952-04-18,63.0
1952,Morrison,1952-04-19,63.0
1952,Morrison,1952-04-20,62.0
1952,Morrison,1952-04-21,64.0
1952,Morrison,1952-04-22,63.0
1952,Morrison,1952-04-23,63.0
1952,Morrison,1952-04-24,64.0
1952,Morrison,1952-04-25,63.0
1952,Morrison,1952-04-26,65.0
1952,Morrison,1952-04-27,66.0
1952,Morrison,1952-04-28,66.0
1952,Morrison,1952-04-29,66.0
1952,Morrison,1952-04-30,67.0
1952,Morrison,1952-05-01,67.0
1952,Morrison,1952-05-02,67.0
1952,Morrison,1952-05-03,67.0
1952,Morrison,1952-05-04,67.0
1952,Morrison,1952-05-05,67.0
1952,Morrison,1952-05-06,67.0
1952,Morrison,1952-05-07,66.0
1952,Morrison,1952-05-08,66.0
1952,Morrison,1952-05-09,67.0
1952,Morrison,1952-05-10,66.0
1952,Morrison,1952-05-11,66.0
1952,Morrison,1952-05-12,66.0
1952,Morrison,1952-05-13,67.0
1952,Morrison,1952-05-14,68.0
1952,Morrison,1952-05-15,68.0
1952,Morrison,1952-05-16,69.0
1952,Morrison,1952-05-17,68.0
1952,Morrison,1952-05-18,70.0
1952,Morrison,1952-05-19,71.0
1952,Morrison,1952-05-20,72.0
1952,Morrison,1952-05-21,73.0
1952,Morrison,1952-05-22,74.0
1952,Morrison,1952-05-23,74.0
1952,Morrison,1952-05-24,74.0
1952,Morrison,1952-05-25,74.0
1952,Morrison,1952-05-26,75.0
1952,Morrison,1952-05-27,75.0
1952,Morrison,1952-05-28,75.0
1952,Morrison,1952-05-29,75.0
1952,Morrison,1952-05-30,77.0
1952,Morrison,1952-05-31,82.0
1952,Morrison,1952-06-01,83.0
1952,Morrison,1952-06-02,84.0
1952,Morrison,1952-06-03,94.0
1952,Morrison,1952-06-04,96.0
1952,Morrison,1952-06-05,96.0
1952,Morrison,1952-06-06,101.0
1952,Otter_Tail,1952-04-15,63.0
1952,Otter_Tail,1952-04-16,62.0
1952,Otter_Tail,1952-04-17,62.0
1952,Otter_Tail,1952-04-18,62.0
1952,Otter_Tail,1952-04-19,62.0
1952,Otter_Tail,1952-04-20,62.0
1952,Otter_Tail,1952-04-21,62.0
1952,Otter_Tail,1952-04-22,63.0
1952,Otter_Tail,1952-04-23,62.0
1952,Otter_Tail,1952-04-24,62.0
1952,Otter_Tail,1952-04-25,62.0
1952,Otter_Tail,1952-04-26,62.0
1952,Otter_Tail,1952-04-27,64.0
1952,Otter_Tail,1952-04-28,65.0
1952,Otter_Tail,1952-04-29,65.0
1952,Otter_Tail,1952-04-30,66.0
1952,Otter_Tail,1952-05-01,66.0
1952,Otter_Tail,1952-05-02,66.0
1952,Otter_Tail,1952-05-03,67.0
1952,Otter_Tail,1952-05-04,67.0
1952,Otter_Tail,1952-05-05,67.0
1952,Otter_Tail,1952-05-06,65.0
1952,Otter_Tail,1952-05-07,66.0
1952,Otter_Tail,1952-05-08,66.0
1952,Otter_Tail,1952-05-09,65.0
1952,Otter_Tail,1952-05-10,65.0
1952,Otter_Tail,1952-05-11,65.0
1952,Otter_Tail,1952-05-12,65.0
1952,Otter_Tail,1952-05-13,66.0
1952,Otter_Tail,1952-05-14,66.0
1952,Otter_Tail,1952-05-15,67.0
1952,Otter_Tail,1952-05-16,66.0
1952,Otter_Tail,1952-05-17,67.0
1952,Otter_Tail,1952-05-18,67.0
1952,Otter_Tail,1952-05-19,67.0
1952,Otter_Tail,1952-05-20,69.0
1952,Otter_Tail,1952-05-21,70.0
1952,Otter_Tail,1952-05-22,72.0
1952,Otter_Tail,1952-05-23,72.0
1952,Otter_Tail,1952-05-24,72.0
1952,Otter_Tail,1952-05-25,73.0
1952,Otter_Tail,1952-05-26,73.0
1952,Otter_Tail,1952-05-27,73.0
1952,Otter_Tail,1952-05-28,73.0
1952,Otter_Tail,1952-05-29,74.0
1952,Otter_Tail,1952-05-30,74.0
1952,Otter_Tail,1952-05-31,74.0
1952,Otter_Tail,1952-06-01,74.0
1952,Otter_Tail,1952-06-02,77.0
1952,Otter_Tail,1952-06-03,82.0
1952,Otter_Tail,1952-06-04,83.0
1952,Otter_Tail,1952-06-05,92.0
1952,Otter_Tail,1952-06-06,94.0
1952,Otter_Tail,1952-06-07,99.0
1952,Pope,1952-04-15,62.0
1952,Pope,1952-04-16,61.0
1952,Pope,1952-04-17,62.0
1952,Pope,1952-04-18,61.0
1952,Pope,1952-04-19,62.0
1952,Pope,1952-04-20,61.0
1952,Pope,1952-04-21,61.0
1952,Pope,1952-04-22,61.0
1952,Pope,1952-04-23,61.0
1952,Pope,1952-04-24,60.0
1952,Pope,1952-04-25,61.0
1952,Pope,1952-04-26,62.0
1952,Pope,1952-04-27,62.0
1952,Pope,1952-04-28,63.0
1952,Pope,1952-04-29,64.0
1952,Pope,1952-04-30,65.0
1952,Pope,1952-05-01,65.0
1952,Pope,1952-05-02,66.0
1952,Pope,1952-05-03,66.0
1952,Pope,1952-05-04,65.0
1952,Pope,1952-05-05,65.0
1952,Pope,1952-05-06,65.0
1952,Pope,1952-05-07,64.0
1952,Pope,1952-05-08,65.0
1952,Pope,1952-05-09,65.0
1952,Pope,1952-05-10,64.0
1952,Pope,1952-05-11,64.0
1952,Pope,1952-05-12,64.0
1952,Pope,1952-05-13,64.0
1952,Pope,1952-05-14,64.0
1952,Pope,1952-05-15,64.0
1952,Pope,1952-05-16,65.0
1952,Pope,1952-05-17,64.0
1952,Pope,1952-05-18,64.0
1952,Pope,1952-05-19,65.0
1952,Pope,1952-05-20,65.0
1952,Pope,1952-05-21,66.0
1952,Pope,1952-05-22,65.0
1952,Pope,1952-05-23,67.0
1952,Pope,1952-05-24,67.0
1952,Pope,1952-05-25,69.0
1952,Pope,1952-05-26,71.0
1952,Pope,1952-05-27,71.0
1952,Pope,1952-05-28,71.0
1952,Pope,1952-05-29,71.0
1952,Pope,1952-05-30,71.0
1952,Pope,1952-05-31,72.0
1952,Pope,1952-06-01,72.0
1952,Pope,1952-06-02,72.0
1952,Pope,1952-06-03,73.0
1952,Pope,1952-06-04,73.0
1952,Pope,1952-06-05,75.0
1952,Pope,1952-06-06,81.0
1952,Pope,1952-06-07,91.0
1952,Pope,1952-06-08,92.0
1952,Pope,1952-06-09,98.0
1952,Pope,1952-06-10,101.0
1952,Pope,1952-06-11,111.0
1952,Sherburne,1952-04-15,58.0
1952,Sherburne,1952-04-16,58.0
1952,Sherburne,1952-04-17,58.0
1952,Sherburne,1952-04-18,58.0
1952,Sherburne,1952-04-19,59.0
1952,Sherburne,1952-04-20,59.0
1952,Sherburne,1952-04-21,60.0
1952,Sherburne,1952-04-22,59.0
1952,Sherburne,1952-04-23,59.0
1952,Sherburne,1952-04-24,59.0
1952,Sherburne,1952-04-25,59.0
1952,Sherburne,1952-04-26,59.0
1952,Sherburne,1952-04-27,60.0
1952,Sherburne,1952-04-28,59.0
1952,Sherburne,1952-04-29,59.0
1952,Sherburne,1952-04-30,60.0
1952,Sherburne,1952-05-01,60.0
1952,Sherburne,1952-05-02,60.0
1952,Sherburne,1952-05-03,62.0
1952,Sherburne,1952-05-04,63.0
1952,Sherburne,1952-05-05,63.0
1952,Sherburne,1952-05-06,64.0
1952,Sherburne,1952-05-07,64.0
1952,Sherburne,1952-05-08,64.0
1952,Sherburne,1952-05-09,64.0
1952,Sherburne,1952-05-10,64.0
1952,Sherburne,1952-05-11,64.0
1952,Sherburne,1952-05-12,63.0
1952,Sherburne,1952-05-13,63.0
1952,Sherburne,1952-05-14,63.0
1952,Sherburne,1952-05-15,63.0
1952,Sherburne,1952-05-16,62.0
1952,Sherburne,1952-05-17,63.0
1952,Sherburne,1952-05-18,63.0
1952,Sherburne,1952-05-19,63.0
1952,Sherburne,1952-05-20,63.0
1952,Sherburne,1952-05-21,63.0
1952,Sherburne,1952-05-22,62.0
1952,Sherburne,1952-05-23,63.0
1952,Sherburne,1952-05-24,63.0
1952,Sherburne,1952-05-25,63.0
1952,Sherburne,1952-05-26,63.0
1952,Sherburne,1952-05-27,63.0
1952,Sherburne,1952-05-28,63.0
1952,Sherburne,1952-05-29,63.0
1952,Sherburne,1952-05-30,64.0
1952,Sherburne,1952-05-31,65.0
1952,Sherburne,1952-06-01,66.0
1952,Sherburne,1952-06-02,67.0
1952,Sherburne,1952-06-03,69.0
1952,Sherburne,1952-06-04,70.0
1952,Sherburne,1952-06-05,70.0
1952,Sherburne,1952-06-06,71.0
1952,Sherburne,1952-06-07,72.0
1952,Sherburne,1952-06-08,72.0
1952,Sherburne,1952-06-09,80.0
1952,Sherburne,1952-06-10,81.0
1952,Sherburne,1952-06-11,90.0
1952,Sherburne,1952-06-12,91.0
1952,Sherburne,1952-06-13,93.0
1952,Sherburne,1952-06-14,98.0
1952,Stearns,1952-04-15,61.0
1952,Stearns,1952-04-16,61.0
